block_id,street,barrio,tipo_c,red_jerarq,length_m,n_shapes,buses_hour,buses_hour_n,buses_hour_d,lines_gtfs,lines,n_lines
11717,ECUADOR,Balvanera,CALLE,VÍA LOCAL,113.0,0,0,0,0,,098 164,2
11718,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,27.4,0,0,0,0,,,0
11719,"ESCALADA DE SAN MARTIN, R.",Villa Gral. Mitre,CALLE,VÍA LOCAL,140.7,0,0,0,0,,,0
11720,BOYACA,Villa Gral. Mitre,CALLE,VÍA LOCAL,130.8,3,24.2,11.3,12.0,110 113,110 113,2
11721,NOGOYA,Villa Devoto,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,52.6,3,26.9,14.5,14.0,047 109,047 109,2
11722,RIVADAVIA AV.,Balvanera,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,27.7,77,375.6,204.7,182.5,005 007 008 019 031 032 041 057 068 071 075 086 088 090 098 101 105 115 129 132 151,005 007 008 019 031 032 041 057 068 071 075 086 088 090 098 101 105 115 129 132 151 164,22
11723,ECUADOR,Balvanera,CALLE,VÍA LOCAL,137.6,39,254.5,119.8,101.3,007 057 068 071 088 098 101 115 132,007 057 068 071 088 098 101 115 132,9
11724,GAZETA DE BUENOS AYRES,Villa Santa Rita,CALLE,VÍA LOCAL,136.5,0,0,0,0,,,0
11725,CUENCA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,50.5,1,15.0,4.0,7.5,135,135,1
11726,FRANKLIN,Caballito,CALLE,VÍA LOCAL,148.2,4,46.0,29.2,16.2,099 106 124,099 106 124,3
11727,"REPETTO, NICOLAS, DR.",Caballito,CALLE,VÍA LOCAL,185.1,0,0,0,0,,,0
11728,"YRIGOYEN, HIPOLITO AV.",Monserrat,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,76.5,39,164.6,94.4,95.1,006 008 050 056 060 064 086 090 150 151,006 008 050 056 060 064 086 090 150 151,10
11729,ENTRE RIOS AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,122.8,14,100.5,30.3,55.1,006 012 037 050 129 150,006 012 037 050 129 150,6
11730,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,120.3,0,0,0,0,,,0
11731,PLANES,Caballito,CALLE,VÍA LOCAL,69.7,0,0,0,0,,,0
11732,"MACIEL, FRANCISCO A.",Caballito,CALLE,VÍA LOCAL,127.7,0,0,0,0,,,0
11733,SIMBRON,Villa Devoto,CALLE,VÍA LOCAL,72.7,0,0,0,0,,,0
11734,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",Monserrat,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,16.8,16,81.6,45.1,37.0,022 024 028 029 126,022 024 028 029 126,5
11735,ASUNCION,Villa Devoto,CALLE,VÍA LOCAL,45.0,0,0,0,0,,,0
11736,"LOPEZ, JUAN PABLO",Villa Devoto,PASAJE,VÍA LOCAL,96.5,0,0,0,0,,,0
11737,"GARCIA, JUAN AGUSTIN",Villa Santa Rita,CALLE,VÍA LOCAL,135.8,3,21.3,10.0,16.0,133 135,133 135,2
11738,NAZCA AV.,Villa Santa Rita,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,62.7,20,150.7,76.0,69.0,063 084 110 124 133 134,063 084 110 124 133 134,6
11739,CAMARONES,Villa Gral. Mitre,CALLE,VÍA LOCAL,141.8,1,5.7,4.0,3.0,047,047,1
11740,ESTADO PLURINACIONAL DE BOLIVIA,Villa Gral. Mitre,CALLE,VÍA LOCAL,132.7,1,6.7,2.0,4.3,113,113,1
11741,JACHAL,Villa Del Parque,CALLE,VÍA LOCAL,67.7,0,0,0,0,,,0
11742,MARTIN PESCADOR,Villa Del Parque,PASAJE,VÍA LOCAL,61.2,0,0,0,0,,,0
11743,BAIGORRIA,,CALLE,VÍA LOCAL,102.8,2,16.0,10.5,8.0,109,109,1
11744,CHIVILCOY,Villa Devoto,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,117.9,0,0,0,0,,,0
11745,"AMBROSETTI, JUAN B.",Caballito,CALLE,VÍA LOCAL,187.6,2,13.3,10.0,7.4,055,055 145,2
11746,"GONZALEZ, ELPIDIO",Villa Santa Rita,CALLE,VÍA LOCAL,32.3,0,0,0,0,,,0
11747,"GARCIA, CEFERINO, AGENTE",Villa Santa Rita,CALLE,VÍA LOCAL,134.2,0,0,0,0,,,0
11748,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",Monserrat,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,6.9,19,94.6,55.3,44.0,022 024 028 029 126,022 024 028 029 126,5
11749,RIVADAVIA AV.,Balvanera,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,134.8,44,222.0,134.2,115.2,005 007 008 019 031 032 041 057 075 086 088 090 105 129 132 151,005 007 008 019 031 032 041 057 075 086 088 090 105 129 132 151 164,17
11750,"JAURES, JEAN",Balvanera,CALLE,VÍA LOCAL,142.2,0,0,0,0,,164,1
11751,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,134.6,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11752,COMBATE DE LOS POZOS,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,128.3,12,98.3,39.7,52.5,012 037 056 090 151,012 037 056 090 151,5
11753,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,9.1,20,70.5,43.7,37.9,008 022 028 086 126,008 022 028 086 126,5
11754,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,119.7,0,0,0,0,,,0
11755,CHACABUCO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,128.0,0,0,0,0,,008,1
11756,"COGHLAN, JUAN M.",Villa Devoto,PASAJE,VÍA LOCAL,165.5,0,0,0,0,,,0
11757,"PAZ, MARCOS",Villa Devoto,CALLE,VÍA LOCAL,45.3,0,0,0,0,,,0
11758,NUEVA YORK,Villa Devoto,CALLE,VÍA LOCAL,71.0,0,0,0,0,,,0
11759,SEGUROLA AV.,Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,52.2,7,22.5,12.8,17.0,085 114,085 114,2
11760,LYNCH MARTA,Puerto Madero,CALLE,VÍA LOCAL,249.9,0,0,0,0,,,0
11761,ARENGREEN,Caballito,CALLE,VÍA LOCAL,77.9,0,0,0,0,,,0
11762,"VIRASORO, VALENTIN",Caballito,CALLE,VÍA LOCAL,124.0,0,0,0,0,,,0
11763,"DIAZ, CESAR, GRAL.",Villa Gral. Mitre,CALLE,VÍA LOCAL,60.5,2,17.1,8.0,8.0,110,110,1
11764,CARACAS,Villa Gral. Mitre,CALLE,VÍA LOCAL,134.0,0,0,0,0,,,0
11765,LASCANO,Villa Del Parque,CALLE,VÍA LOCAL,71.0,3,31.0,14.5,15.5,109 135,109 135,2
11766,"VEDIA, ENRIQUE DE",Villa Del Parque,PASAJE,VÍA LOCAL,153.3,0,0,0,0,,,0
11767,"MITRE, BARTOLOME",Almagro,CALLE,VÍA LOCAL,133.5,0,0,0,0,,,0
11768,PRINGLES,Almagro,CALLE,VÍA LOCAL,202.5,0,0,0,0,,,0
11769,PLANES,Caballito,CALLE,VÍA LOCAL,40.1,0,0,0,0,,,0
11770,"DEMARIA, ISIDORO",Caballito,CALLE,VÍA LOCAL,127.8,0,0,0,0,,,0
11771,"MITRE, BARTOLOME",Almagro,CALLE,VÍA LOCAL,7.9,0,0,0,0,,,0
11772,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,135.9,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11773,SARANDI,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,124.9,0,0,0,0,,008,1
11774,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,27.4,0,0,0,0,,,0
11775,"ARANGUREN, JUAN F., DR.",Caballito,CALLE,VÍA LOCAL,76.0,0,0,0,0,,,0
11776,PORTUGAL,Caballito,CALLE,VÍA LOCAL,141.6,0,0,0,0,,,0
11777,RIVADAVIA AV.,Balvanera,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,127.7,34,161.2,99.0,83.2,005 008 019 057 086 088 090 105 129 132 151,005 008 019 057 086 088 090 105 129 132 151 164,12
11778,"ANCHORENA, TOMAS MANUEL DE, DR.",Balvanera,CALLE,VÍA LOCAL,146.1,21,66.1,36.9,37.2,005 031 032 075 129,005 031 032 075 129,5
11779,"BEIRO, FRANCISCO AV.",Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,151.6,21,136.6,51.5,56.6,025 080 085 108 146,025 080 085 108 146,5
11780,QUEVEDO,Villa Devoto,CALLE,VÍA LOCAL,101.3,0,0,0,0,,,0
11781,NAVARRO,Villa Devoto,CALLE,VÍA LOCAL,113.0,0,0,0,0,,,0
11782,BERMUDEZ,Villa Devoto,CALLE,VÍA LOCAL,102.4,2,13.8,8.2,7.5,107,107,1
11783,EL DELTA,Villa Santa Rita,CALLE,VÍA LOCAL,136.5,0,0,0,0,,,0
11784,CUENCA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,27.4,1,15.0,4.0,7.5,135,135,1
11785,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,132.0,0,0,0,0,,,0
11786,PIEDRAS,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,127.2,0,0,0,0,,,0
11787,GALICIA,Caballito,CALLE,VÍA LOCAL,113.2,0,0,0,0,,,0
11788,ALVAREZ JONTE AV.,,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,46.2,3,31.0,14.5,15.5,109 135,109 135,2
11789,CAMPANA,Villa Del Parque,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,66.5,0,0,0,0,,,0
11790,"GONZALEZ, ELPIDIO",Villa Santa Rita,CALLE,VÍA LOCAL,32.1,0,0,0,0,,,0
11791,"DEDICO, DOMINGO, AGENTE",Villa Santa Rita,CALLE,VÍA LOCAL,142.8,0,0,0,0,,,0
11792,"JUSTO, JUAN B. AV.",Villa Gral. Mitre,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,67.6,18,130.0,58.9,65.4,034 110 166,034 110 166,3
11793,"LAMAS, ANDRES",Villa Gral. Mitre,CALLE,VÍA LOCAL,94.9,0,0,0,0,,,0
11794,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,129.2,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11795,RINCON,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,124.0,0,0,0,0,,008,1
11796,LAPLACE,Villa Del Parque,PASAJE,VÍA LOCAL,101.3,0,0,0,0,,,0
11797,LLAVALLOL,Villa Del Parque,CALLE,VÍA LOCAL,63.6,0,0,0,0,,,0
11798,NOGOYA,Villa Devoto,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,53.4,3,26.9,14.5,14.0,047 109,047 109,2
11799,"ROHDE, CNEL.",Villa Del Parque,CALLE,VÍA LOCAL,65.4,0,0,0,0,,,0
11800,MARTIN PESCADOR,Villa Del Parque,PASAJE,VÍA LOCAL,29.4,0,0,0,0,,,0
11801,RIVADAVIA AV.,Balvanera,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,125.9,24,144.7,90.1,74.6,005 008 019 057 086 088 090 105 132 151,005 008 019 057 086 088 090 105 132 151 164,11
11802,AGUERO,Balvanera,CALLE,VÍA LOCAL,148.9,0,0,0,0,,,0
11803,"ESCALADA DE SAN MARTIN, R.",Villa Gral. Mitre,CALLE,VÍA LOCAL,67.4,0,0,0,0,,,0
11804,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,130.8,0,0,0,0,,,0
11805,TACUARI,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,126.8,0,0,0,0,,,0
11807,"ALVAREZ, DONATO, TTE. GRAL.",,CALLE,VÍA LOCAL,137.0,1,20.0,7.5,7.5,044,044,1
11808,"GARCIA, JUAN AGUSTIN",Villa Santa Rita,CALLE,VÍA LOCAL,54.9,1,15.0,4.0,7.5,135,135,1
11809,LA CALANDRIA,Villa Santa Rita,PASAJE,VÍA LOCAL,127.2,0,0,0,0,,,0
11810,FRAGATA PRES. SARMIENTO,Caballito,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,125.9,0,0,0,0,,,0
11811,ASUNCION,Villa Devoto,CALLE,VÍA LOCAL,48.6,0,0,0,0,,,0
11812,"CALDERON DE LA BARCA, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,96.5,0,0,0,0,,,0
11813,GAONA AV.,Caballito,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,75.1,6,54.4,50.1,20.3,076 099 106 124,076 099 106 124,4
11814,ESPINOSA,Caballito,CALLE,VÍA LOCAL,153.9,0,0,0,0,,,0
11815,MELINCUE,Villa Devoto,CALLE,VÍA LOCAL,102.3,1,10.9,4.0,6.0,047,047,1
11816,SANABRIA,Villa Devoto,CALLE,VÍA LOCAL,53.4,7,22.5,12.8,18.0,085 114,085 114,2
11817,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,115.0,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11818,PASCO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,122.7,2,14.8,4.0,9.5,095,095,1
11819,"JAURETCHE, ARTURO",Caballito,CALLE,VÍA LOCAL,100.1,0,0,0,0,,,0
11820,"LOBOS, ELEODORO, DR.",Caballito,CALLE,VÍA LOCAL,222.7,0,0,0,0,,,0
11821,SANTO TOME,Villa Del Parque,CALLE,VÍA LOCAL,144.9,1,10.0,9.2,3.3,124,124,1
11822,SAN NICOLAS,Villa Del Parque,CALLE,VÍA LOCAL,84.8,0,0,0,0,,,0
11823,NUEVA YORK,Villa Devoto,CALLE,VÍA LOCAL,40.0,19,106.1,38.8,57.6,021 028 117 161,021 028 117 161,4
11824,"PAZ, GRAL. AV.",Villa Devoto,AVENIDA,VÍA TRONCAL,119.4,19,106.1,38.8,57.6,021 028 117 161,021 028 117 161,4
11825,"MITRE, BARTOLOME",Almagro,CALLE,VÍA LOCAL,127.4,0,0,0,0,,,0
11826,YATAY,Almagro,CALLE,VÍA LOCAL,221.5,0,0,0,0,,,0
11827,PLANES,Caballito,CALLE,VÍA LOCAL,53.7,0,0,0,0,,,0
11828,ROJAS,Caballito,CALLE,VÍA LOCAL,127.7,0,0,0,0,,,0
11829,"MAGARIÑOS CERVANTES, A.",Villa Gral. Mitre,CALLE,VÍA LOCAL,130.2,3,23.1,12.0,10.8,047 110,047 110,2
11830,"ARTIGAS, JOSE GERVASIO, GRAL.",Villa Gral. Mitre,CALLE,VÍA LOCAL,133.5,1,7.1,2.0,4.3,113,113,1
11831,"VARELA, JOSE PEDRO",Villa Devoto,CALLE,VÍA LOCAL,145.1,0,0,0,0,,,0
11832,DESAGUADERO,Villa Devoto,CALLE,VÍA LOCAL,137.0,1,12.0,7.5,5.0,025,025,1
11833,RIVADAVIA AV.,Balvanera,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,125.8,24,144.7,90.1,74.6,005 008 019 057 086 088 090 105 132 151,005 008 019 057 086 088 090 105 132 151 164,11
11834,SANCHEZ DE BUSTAMANTE,,CALLE,VÍA LOCAL,151.2,0,0,0,0,,,0
11835,"MORAN, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,82.9,0,0,0,0,,,0
11836,RIO SALADO,Villa Devoto,PASAJE,VÍA LOCAL,97.4,0,0,0,0,,,0
11837,"GIRALT, HERNAN M., INT., A AV.",Puerto Madero,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,670.2,0,0,0,0,,,0
11838,SAN BLAS,Villa Santa Rita,CALLE,VÍA LOCAL,142.5,0,0,0,0,,,0
11839,TERRADA,Villa Santa Rita,CALLE,VÍA LOCAL,66.9,0,0,0,0,,,0
11840,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,135.5,0,0,0,0,,,0
11841,"IRIGOYEN, BERNARDO DE",Monserrat,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,125.0,0,0,0,0,,,0
11842,EL ÑANDU,Villa Santa Rita,CALLE,VÍA LOCAL,136.6,0,0,0,0,,,0
11843,CUENCA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,27.0,1,15.0,4.0,7.5,135,135,1
11844,"GONZALEZ, ELPIDIO",Villa Santa Rita,CALLE,VÍA LOCAL,36.5,0,0,0,0,,,0
11845,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,31.1,0,0,0,0,,,0
11846,SIMBRON,Villa Devoto,CALLE,VÍA LOCAL,72.6,0,0,0,0,,,0
11847,ALLENDE,Villa Devoto,CALLE,VÍA LOCAL,118.4,0,0,0,0,,,0
11848,"VIALE, LUIS",Caballito,CALLE,VÍA LOCAL,123.9,0,0,0,0,,,0
11849,"SEGUI, F. J., ALTE.",Caballito,CALLE,VÍA LOCAL,99.1,0,0,0,0,,,0
11850,LASCANO,Villa Del Parque,CALLE,VÍA LOCAL,55.3,3,31.0,14.5,15.5,109 135,109 135,2
11851,"VILARDEBO, TEODORO",Villa Del Parque,CALLE,VÍA LOCAL,62.0,0,0,0,0,,,0
11852,"FIGUEROA, D. APOLINARIO, CORONEL",Caballito,CALLE,VÍA LOCAL,130.7,2,12.3,7.5,2.7,076,076,1
11853,FRAGATA PRES. SARMIENTO,Caballito,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,15.5,0,0,0,0,,,0
11854,"VALLESE, FELIPE",Caballito,CALLE,VÍA LOCAL,95.6,2,13.3,10.0,7.4,055,055 145,2
11855,ACOYTE AV.,Caballito,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,234.4,8,67.3,24.4,37.8,042 055 135,042 055 124 135 145,5
11856,FRANKLIN,Caballito,CALLE,VÍA LOCAL,115.8,4,46.0,29.2,16.2,099 106 124,099 106 124,3
11857,CUCHA CUCHA,Caballito,CALLE,VÍA LOCAL,170.0,0,0,0,0,,,0
11858,"GARCIA, JUAN AGUSTIN",Villa Santa Rita,CALLE,VÍA LOCAL,27.3,1,15.0,4.0,7.5,135,135,1
11859,CRAINQUEVILLE,Villa Santa Rita,PASAJE,VÍA LOCAL,127.7,0,0,0,0,,,0
11860,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,37.4,0,0,0,0,,,0
11862,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,146.9,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11863,PICHINCHA,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,123.6,0,0,0,0,,008,1
11864,"SASTRE, MARCOS",Monte Castro,CALLE,VÍA LOCAL,141.4,1,10.0,9.2,3.3,124,124,1
11865,BAHIA BLANCA,Monte Castro,CALLE,VÍA LOCAL,131.4,2,16.0,10.5,8.0,109,109,1
11866,MEDRANO AV.,Almagro,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,88.3,13,51.3,22.9,21.2,026 127 128 160,026 127 128 160,4
11867,ESCRIBANO,Caballito,PASAJE,VÍA LOCAL,165.1,0,0,0,0,,,0
11868,"ACEVEDO, EDUARDO",Caballito,CALLE,VÍA LOCAL,72.4,0,0,0,0,,,0
11869,"ARANGUREN, JUAN F., DR.",Caballito,CALLE,VÍA LOCAL,76.7,0,0,0,0,,,0
11870,OTAMENDI,Caballito,CALLE,VÍA LOCAL,135.4,2,17.2,8.0,7.5,065,065,1
11871,RIVADAVIA AV.,Almagro,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,124.9,24,144.7,90.1,74.6,005 008 019 057 086 088 090 105 132 151,005 008 019 057 086 088 090 105 132 151 164,11
11872,BILLINGHURST,Almagro,CALLE,VÍA LOCAL,153.3,1,0.2,0.0,0.2,057,057,1
11873,ARREGUI,Villa Del Parque,CALLE,VÍA LOCAL,110.3,0,0,0,0,,,0
11874,"LAMARCA, EMILIO",Villa Del Parque,CALLE,VÍA LOCAL,122.6,2,16.0,10.5,8.0,109,109,1
11875,NOGOYA,Villa Devoto,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,43.8,3,26.9,14.5,14.0,047 109,047 109,2
11876,GUALEGUAYCHU,Villa Devoto,CALLE,VÍA LOCAL,99.9,0,0,0,0,,,0
11877,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,38.5,0,0,0,0,,,0
11878,LIMA,Monserrat,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,128.1,0,0,0,0,,,0
11879,NAZARRE,Villa Devoto,CALLE,VÍA LOCAL,189.4,0,0,0,0,,,0
11880,SEGUROLA AV.,Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,52.0,7,22.5,12.8,17.0,085 114,085 114,2
11881,"CANTILO, JOSE LUIS",Villa Devoto,CALLE,VÍA LOCAL,172.7,0,0,0,0,,,0
11882,CERVANTES,Villa Devoto,CALLE,VÍA LOCAL,101.8,2,12.9,13.8,6.1,107,107,1
11883,"INGENIEROS, JOSE",Villa Santa Rita,PASAJE,VÍA LOCAL,135.8,0,0,0,0,,,0
11884,NAZCA AV.,Villa Santa Rita,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,66.7,22,157.1,82.0,77.5,063 084 110 124 133 134,063 084 110 124 133 134,6
11885,ARENGREEN,Caballito,CALLE,VÍA LOCAL,100.4,0,0,0,0,,,0
11886,"PUEYRREDON, HONORIO, DR. AV.",Caballito,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,124.3,6,31.9,12.0,16.0,092,092,1
11887,"MITRE, BARTOLOME",Almagro,CALLE,VÍA LOCAL,131.7,0,0,0,0,,,0
11888,RIO DE JANEIRO,,CALLE,VÍA LOCAL,82.6,13,31.2,15.5,19.5,015 112,015 112 119,3
11889,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,122.2,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11890,MATHEU,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,123.9,2,14.8,4.0,9.5,095,095,1
11891,TINOGASTA,Villa Devoto,CALLE,VÍA LOCAL,145.1,0,0,0,0,,,0
11892,"JUAREZ, BENITO",Villa Devoto,CALLE,VÍA LOCAL,131.8,0,0,0,0,,,0
11893,"GARCIA, JUAN AGUSTIN",Villa Santa Rita,CALLE,VÍA LOCAL,27.2,1,15.0,4.0,7.5,135,135,1
11894,CHIMBORAZO,Villa Santa Rita,CALLE,VÍA LOCAL,128.1,0,0,0,0,,,0
11895,"LOZANO, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,157.4,0,0,0,0,,,0
11896,"PAZ, MARCOS",Villa Devoto,CALLE,VÍA LOCAL,63.0,0,0,0,0,,,0
11897,"ESCALADA DE SAN MARTIN, R.",Villa Gral. Mitre,CALLE,VÍA LOCAL,57.4,0,0,0,0,,,0
11898,GAVILAN,Villa Gral. Mitre,CALLE,VÍA LOCAL,132.2,3,23.8,11.2,12.1,110 113,110 113,2
11899,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,138.2,0,0,0,0,,,0
11900,SALTA,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,128.8,8,42.4,16.0,22.8,039 060 098,039 060 098,3
11901,BAIGORRIA,,CALLE,VÍA LOCAL,99.8,2,16.0,10.5,8.0,109,109 124,2
11902,MERCEDES,Villa Devoto,CALLE,VÍA LOCAL,117.4,0,0,0,0,,,0
11903,RIVADAVIA AV.,Almagro,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,139.6,23,144.5,90.1,74.4,005 008 019 086 088 090 105 132 151,005 008 019 086 088 090 105 132 151 164,10
11904,"BRAVO, MARIO",Almagro,CALLE,VÍA LOCAL,154.7,1,8.0,2.0,4.0,180,164 180,2
11905,EL LITORAL,Villa Santa Rita,CALLE,VÍA LOCAL,136.6,0,0,0,0,,,0
11906,CUENCA,Villa Santa Rita,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,27.3,1,15.0,4.0,7.5,135,135,1
11907,TRES ARROYOS,Villa Gral. Mitre,CALLE,VÍA LOCAL,170.1,0,0,0,0,,,0
11909,RAWSON,Almagro,CALLE,VÍA LOCAL,76.4,0,0,0,0,,,0
11910,"DANTAS, JULIO S.",Villa Santa Rita,CALLE,VÍA LOCAL,90.7,0,0,0,0,,,0
11911,"GRANVILLE, GUILLERMO ENRIQUE",Villa Santa Rita,CALLE,VÍA LOCAL,92.5,0,0,0,0,,,0
11912,"MORAN, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,44.9,0,0,0,0,,,0
11913,"LOPEZ, JUAN PABLO",Villa Devoto,PASAJE,VÍA LOCAL,97.5,0,0,0,0,,,0
11914,"YRIGOYEN, HIPOLITO",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,117.5,13,44.4,26.9,28.5,008 064 086,008 064 086,3
11915,ALBERTI,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,123.7,9,13.8,6.9,6.6,129,129,1
11916,HELGUERA,Villa Santa Rita,CALLE,VÍA LOCAL,32.9,0,0,0,0,,,0
11917,"ALSINA, ADOLFO",Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,133.5,0,0,0,0,,,0
11918,SANTIAGO DEL ESTERO,Monserrat,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,127.1,18,70.7,31.4,40.8,039 060 098,039 060 098,3
11919,RIVADAVIA AV.,Almagro,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,104.3,26,156.8,94.1,80.4,005 008 019 086 088 090 103 105 132 151,005 008 019 086 088 090 103 105 132 151 164,11
11920,BULNES,Almagro,CALLE,VÍA LOCAL,155.3,1,8.0,2.0,4.0,180,180,1
11921,"HUERGO, ING. AV.",Puerto Madero,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,141.1,6,21.8,14.4,8.3,004 020 129,004 020 129,3
11922,SANABRIA,Villa Devoto,CALLE,VÍA LOCAL,48.3,7,22.5,12.8,18.0,085 114,085 114,2
11923,GAONA AV.,Caballito,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,75.9,6,54.4,50.1,20.3,076 099 106 124,076 099 106 124,4
11924,"GUIDO Y SPANO, CARLOS",Caballito,CALLE,VÍA LOCAL,151.9,0,0,0,0,,,0
11925,PLANES,Caballito,CALLE,VÍA LOCAL,88.9,0,0,0,0,,,0
11926,"GAINZA, MARTIN DE, GRAL.",Caballito,CALLE,VÍA LOCAL,141.0,0,0,0,0,,,0
11927,ASUNCION,Villa Devoto,CALLE,VÍA LOCAL,67.3,0,0,0,0,,,0
11928,ALTA GRACIA,Villa Devoto,PASAJE,VÍA LOCAL,97.0,0,0,0,0,,,0
